ClientID,Years_In_Business,Annual_Revenue_INR_Cr,Loan_Outstanding_INR_Cr,Debt_to_Equity_Ratio,Interest_Coverage_Ratio,Current_Ratio,DPD_Instances_Last_12M,Credit_Rating_Score,New_Loan_Requests_Last_2Y,Collateral_Coverage_Pct,Business_Sector,Company_Size,Loan_Type,Repayment_Track,Geographic_Region
TAC013049,11.93,647.7,119.97,4.59,8.46,2.1,6.0,7.47,4,185.72,FMCG,Medium,Term Loan,Good,Central
TAC002320,14.85,872.78,59.11,6.33,4.67,2.59,0.0,5.85,4,292.48,Manufacturing,Small,Project Finance,Watchlist,West
TAC000270,23.09,513.1,321.29,5.6,6.24,1.05,5.0,5.18,3,217.95,Services,Small,CC/OD,Satisfactory,South
TAC006320,25.16,3173.88,282.34,4.48,10.79,0.98,0.0,5.96,2,159.67,Manufacturing,Medium,Term Loan,Excellent,West
TAC014500,7.54,643.9,122.32,7.63,10.92,1.24,8.0,8.5,1,238.5,Services,Large,CC/OD,Excellent,South
TAC009564,10.32,47.21,176.4,5.38,11.12,0.68,10.0,10.0,6,167.86,Healthcare,Small,CC/OD,Excellent,West
TAC014769,1.0,425.95,171.71,6.54,4.57,1.55,11.0,7.44,0,81.73,Real Estate,Small,CC/OD,Good,West
TAC004502,6.52,365.11,75.38,5.82,6.37,1.62,10.0,8.46,0,187.43,Retail,Small,Working Capital,Excellent,West
TAC017332,1.0,526.96,153.98,1.36,11.11,0.85,12.0,6.57,2,158.02,Healthcare,Micro,Term Loan,Satisfactory,North
TAC017642,9.24,697.0,319.32,6.67,6.02,1.2,3.0,6.75,6,300.0,Real Estate,Large,Working Capital,Watchlist,West
TAC011875,1.0,960.82,124.93,6.19,8.53,2.83,12.0,10.0,4,247.95,Services,Medium,CC/OD,Satisfactory,West
TAC010248,21.38,591.23,329.53,4.28,4.6,0.3,2.0,8.25,4,230.17,Retail,Large,Project Finance,,West
TAC003926,8.43,693.21,161.68,3.04,11.32,1.59,8.0,6.47,3,239.89,IT,Micro,Term Loan,Satisfactory,North
TAC004900,39.02,2088.82,16.67,7.14,7.94,0.82,6.0,4.51,2,220.68,Healthcare,Small,Term Loan,Excellent,South
TAC002090,40.0,627.54,40.53,10.0,0.5,2.07,1.0,5.0,0,248.56,Services,Small,Equipment Finance,Good,South
TAC011532,24.82,3498.69,249.46,4.43,12.32,1.44,1.0,7.36,3,52.85,Real Estate,Small,Project Finance,Good,South
TAC002637,5.85,957.58,323.25,3.46,6.48,0.32,3.0,8.0,4,260.31,Infrastructure,Medium,Term Loan,Good,North
TAC018108,1.0,331.39,89.45,6.82,6.86,1.62,6.0,7.75,2,198.25,Infrastructure,Large,Working Capital,NPA,North
TAC015799,1.0,261.11,107.22,4.5,7.5,1.39,8.0,8.66,2,193.94,Manufacturing,Small,Term Loan,Good,West
TAC013078,21.18,3757.1,194.51,2.63,12.33,1.8,2.0,10.0,6,119.73,Healthcare,Micro,Working Capital,Excellent,West
TAC009965,19.52,3249.67,181.93,4.83,15.67,3.17,3.0,8.11,4,203.41,Healthcare,Large,Project Finance,Satisfactory,North
TAC003421,12.61,3539.36,245.85,2.87,10.08,1.28,1.0,5.82,1,71.51,Retail,Micro,Working Capital,Good,South
TAC006211,21.86,2018.5,13.77,10.0,12.65,0.6,7.0,5.72,1,171.42,Real Estate,Medium,Project Finance,NPA,North
TAC004922,32.15,2342.49,64.8,7.13,5.86,2.16,5.0,3.71,4,187.19,Healthcare,Large,Project Finance,NPA,North
TAC002000,10.48,413.76,326.11,5.9,4.26,0.3,5.0,6.44,5,160.45,Manufacturing,Small,CC/OD,Watchlist,South
TAC016881,14.43,349.13,346.23,5.47,6.38,1.41,0.0,2.78,3,203.75,IT,Medium,Term Loan,Satisfactory,Central
TAC016790,35.49,3347.77,178.98,4.36,11.54,2.38,4.0,10.0,1,60.2,IT,Medium,Term Loan,Good,North
TAC002252,26.14,3329.51,283.41,4.42,11.17,1.65,4.0,9.14,4,157.2,Real Estate,Medium,Working Capital,Watchlist,West
TAC008990,9.28,479.1,282.48,3.7,3.22,0.5,7.0,7.48,0,274.07,Manufacturing,Medium,Working Capital,Excellent,West
TAC009553,1.0,209.78,120.21,3.63,8.83,2.13,10.0,10.0,5,191.87,IT,Small,Working Capital,Satisfactory,West
TAC005548,31.31,2190.8,90.03,7.88,3.39,1.95,6.0,3.91,3,123.89,Real Estate,Small,Term Loan,Watchlist,West
TAC001880,30.22,2041.99,33.15,5.94,9.64,1.31,4.0,5.61,4,166.05,Infrastructure,Small,Working Capital,Good,North
TAC012142,33.78,1957.93,86.56,5.05,13.46,0.76,5.0,4.5,2,212.96,Healthcare,Small,Equipment Finance,Good,South
TAC008553,1.0,608.76,173.15,2.46,6.69,2.07,7.0,6.73,1,209.27,Retail,Medium,Working Capital,Good,West
TAC014631,26.28,2088.26,0.1,6.03,6.13,1.83,9.0,4.15,5,127.55,Manufacturing,Large,CC/OD,Good,South
TAC001158,8.73,869.46,333.81,5.7,6.43,1.54,2.0,8.07,2,300.0,Real Estate,Micro,Term Loan,NPA,East
TAC015521,13.2,438.51,111.26,6.22,13.4,2.83,8.0,9.11,0,166.42,Services,Large,Term Loan,Watchlist,South
TAC004043,5.14,649.01,308.32,5.16,7.56,2.42,1.0,1.58,5,300.0,Services,Medium,Project Finance,Satisfactory,South
TAC003619,33.76,1866.31,14.72,9.44,6.53,2.38,7.0,5.59,3,222.3,IT,Small,Project Finance,NPA,North
TAC014460,1.0,540.42,109.07,,7.78,2.12,,7.17,2,141.45,Infrastructure,Large,Equipment Finance,Watchlist,Central
TAC014355,16.24,276.23,305.77,6.04,5.96,0.77,0.0,3.63,4,147.88,Healthcare,Small,Working Capital,Good,East
TAC015098,1.0,614.44,132.46,4.82,6.7,2.41,10.0,8.81,1,162.94,Services,Micro,Project Finance,Good,North
TAC009473,15.42,3698.22,244.45,2.4,12.58,1.12,0.0,5.34,5,126.36,Real Estate,Small,Equipment Finance,Watchlist,North
TAC005955,2.33,339.61,115.47,,9.28,2.75,12.0,10.0,2,96.38,IT,Small,Working Capital,Excellent,North
TAC010632,30.07,129.83,90.06,8.31,0.5,2.14,0.0,4.01,2,142.94,Retail,Medium,Working Capital,Good,South
TAC007852,10.3,955.26,307.9,6.8,3.95,1.61,2.0,6.78,5,184.9,Services,Large,Working Capital,Satisfactory,North
TAC009523,20.26,3380.86,247.4,3.27,13.13,2.46,,7.89,3,88.09,Retail,Medium,Project Finance,Good,North
TAC006093,15.39,596.91,153.06,4.06,6.29,0.78,10.0,8.33,2,133.63,Manufacturing,Small,Project Finance,Good,West
TAC004899,7.92,3230.56,240.67,4.8,13.8,3.1,1.0,7.37,2,99.24,Services,Medium,Term Loan,NPA,North
TAC007347,1.0,143.94,160.58,5.58,,1.71,6.0,6.14,0,180.52,Services,Medium,Term Loan,Satisfactory,South
TAC008678,23.08,3433.56,165.6,4.98,10.41,1.2,6.0,10.0,4,50.0,Infrastructure,Small,Project Finance,NPA,South
TAC012852,29.18,1886.19,52.72,4.51,,1.63,,4.52,4,154.98,Manufacturing,Medium,Term Loan,Satisfactory,West
TAC001733,1.0,652.35,130.95,2.5,12.39,2.48,8.0,7.73,3,240.97,Manufacturing,Medium,Working Capital,Satisfactory,South
TAC011847,4.14,449.98,131.71,4.12,9.27,1.09,11.0,7.62,0,156.33,Services,Small,Term Loan,Good,West
TAC016752,1.0,551.55,52.86,4.33,7.09,0.3,9.0,10.0,4,202.36,Retail,Large,Working Capital,Satisfactory,West
TAC017232,21.16,412.74,27.2,3.35,2.9,2.4,3.0,1.28,1,142.59,Real Estate,Small,Working Capital,Good,East
TAC014853,1.0,443.32,99.84,4.61,13.8,1.79,7.0,8.57,2,108.0,Real Estate,Micro,Working Capital,NPA,East
TAC005130,16.05,442.26,71.08,6.08,7.94,1.17,2.0,6.16,1,144.72,Real Estate,Small,Project Finance,Good,East
TAC009418,24.27,3129.66,223.98,2.34,12.86,0.3,0.0,7.15,2,50.0,Real Estate,Medium,Term Loan,Satisfactory,East
TAC017889,16.25,3276.15,223.57,5.81,16.35,2.4,2.0,10.0,2,119.37,Healthcare,Small,Term Loan,Satisfactory,North
TAC012491,23.72,700.25,70.23,,4.98,1.42,0.0,6.62,4,143.61,Infrastructure,Large,Working Capital,Excellent,South
TAC011047,10.94,514.76,113.77,5.23,13.57,1.68,10.0,10.0,1,139.23,Retail,Micro,Working Capital,Satisfactory,East
TAC003104,16.72,779.8,122.0,6.5,10.63,2.8,6.0,9.42,1,92.71,Infrastructure,Medium,Equipment Finance,Satisfactory,North
TAC006897,26.97,3437.21,258.01,2.98,10.4,3.53,2.0,7.22,3,171.14,Healthcare,Medium,Equipment Finance,Excellent,North
TAC007455,18.42,3033.92,217.49,2.38,12.05,0.86,3.0,10.0,0,206.23,Retail,Micro,Term Loan,NPA,East
TAC011845,23.71,666.92,46.11,5.78,0.5,0.88,3.0,5.47,3,107.89,IT,Small,Term Loan,Excellent,West
TAC005712,37.0,2204.37,0.1,5.97,8.09,1.96,4.0,7.47,3,129.28,Healthcare,Micro,CC/OD,Excellent,North
TAC013532,17.01,628.47,107.74,4.96,12.8,3.53,10.0,8.8,5,146.31,Services,Medium,Equipment Finance,,South
TAC001647,24.05,771.11,274.56,2.41,8.93,1.32,0.0,5.33,5,239.0,Infrastructure,Small,Working Capital,Watchlist,North
TAC017913,1.0,733.57,133.64,7.39,11.95,0.3,9.0,6.65,2,98.06,Real Estate,Micro,Term Loan,Watchlist,East
TAC008632,39.22,2377.35,0.27,7.75,8.9,1.65,6.0,6.44,1,95.43,Infrastructure,Medium,Project Finance,Good,North
TAC005558,16.48,3308.29,281.05,6.5,5.93,3.2,3.0,10.0,3,100.01,Retail,Micro,Term Loan,Good,East
TAC004803,1.03,171.26,155.11,6.75,2.52,3.24,9.0,5.92,0,133.94,Manufacturing,Medium,Project Finance,Watchlist,West
TAC018506,2.17,680.07,123.89,9.87,4.57,1.17,9.0,7.8,3,177.72,Services,Micro,Working Capital,,South
TAC008019,11.54,954.23,153.88,6.65,12.03,2.57,11.0,6.12,2,222.41,Services,Small,Working Capital,Excellent,South
TAC016832,11.6,613.97,116.39,7.14,7.24,0.71,8.0,10.0,0,182.86,Real Estate,Small,Working Capital,Good,Central
TAC017596,28.45,2156.22,62.31,7.14,,1.54,6.0,5.7,4,146.27,Infrastructure,Micro,CC/OD,NPA,South
TAC017438,12.88,3036.67,214.23,1.77,10.83,0.98,2.0,7.06,0,153.75,FMCG,Large,Term Loan,Excellent,Central
TAC015882,8.21,610.3,124.1,5.04,,1.78,9.0,7.56,1,161.95,Services,Medium,Equipment Finance,Good,South
TAC009027,25.63,1901.63,4.69,8.36,1.28,1.2,,3.25,1,125.24,FMCG,Micro,Term Loan,Excellent,West
TAC009396,7.26,458.24,135.9,7.64,8.6,1.09,6.0,9.64,1,167.81,IT,Micro,Term Loan,Satisfactory,West
TAC002112,9.66,567.27,118.99,3.38,10.83,2.34,9.0,8.34,1,122.89,Infrastructure,Medium,Working Capital,Satisfactory,West
TAC008306,30.62,3186.64,280.9,4.46,10.1,2.99,2.0,10.0,1,114.27,Manufacturing,Medium,Term Loan,Satisfactory,East
TAC006734,36.02,1870.35,8.61,8.38,9.47,1.55,4.0,6.2,3,104.72,IT,Micro,CC/OD,Good,South
TAC001501,24.44,2265.85,87.29,9.89,9.96,0.99,4.0,5.38,6,86.19,Services,Medium,Working Capital,,North
TAC016037,4.08,365.44,165.49,4.29,13.62,2.31,12.0,10.0,2,158.84,IT,Small,Project Finance,Excellent,West
TAC000154,34.23,1931.58,19.36,,7.68,0.3,9.0,6.78,4,86.27,Real Estate,Large,CC/OD,Excellent,North
TAC010848,22.72,3512.62,212.01,3.98,12.87,2.75,3.0,7.79,5,50.0,Infrastructure,Medium,CC/OD,Good,Central
TAC006961,11.55,680.32,100.05,4.06,8.05,3.19,10.0,6.26,2,154.01,FMCG,Small,Working Capital,Satisfactory,South
TAC002195,11.64,3299.38,243.61,4.79,12.64,3.06,5.0,8.15,1,127.96,Infrastructure,Medium,Working Capital,Good,South
TAC012049,2.45,684.45,127.04,6.63,5.1,0.49,9.0,10.0,2,222.51,Healthcare,Small,Working Capital,Excellent,West
TAC002430,27.79,2235.9,32.76,7.5,4.58,1.76,8.0,10.0,3,72.13,IT,Micro,Equipment Finance,Good,East
TAC009086,12.26,3637.64,182.95,,16.07,2.38,1.0,5.91,1,60.42,FMCG,Small,Project Finance,Excellent,East
TAC012515,16.27,517.21,97.25,3.58,14.62,1.44,12.0,10.0,1,50.0,Services,Medium,Equipment Finance,Satisfactory,East
TAC017650,1.0,417.47,74.8,3.97,7.97,1.47,10.0,7.27,2,149.54,Services,Medium,Project Finance,Excellent,South
TAC018955,9.72,742.58,108.7,7.36,7.01,1.98,12.0,10.0,2,190.68,Real Estate,Micro,Working Capital,Good,Central
TAC008020,1.0,425.66,96.15,6.28,11.15,1.46,8.0,9.57,0,227.71,Infrastructure,Small,CC/OD,Excellent,Central
TAC003246,28.36,3137.88,271.95,3.49,15.63,2.36,0.0,8.59,6,50.0,Manufacturing,Medium,Equipment Finance,Good,South
TAC009909,12.28,112.13,96.72,4.49,4.73,0.58,12.0,9.98,3,177.54,Retail,Small,Working Capital,NPA,East
TAC009944,1.0,495.5,95.09,5.61,10.79,3.16,11.0,5.61,1,91.07,Healthcare,Micro,Working Capital,Watchlist,North
TAC009490,5.34,608.72,126.09,3.4,5.89,1.09,9.0,6.7,3,173.25,Manufacturing,Large,Working Capital,Watchlist,South
TAC009243,19.12,3468.74,243.01,3.37,10.5,0.93,0.0,5.91,3,106.94,Manufacturing,Large,Equipment Finance,Watchlist,West
TAC008879,3.51,456.29,89.58,4.9,12.74,0.43,,7.69,1,110.22,IT,Small,Project Finance,Watchlist,West
TAC009776,1.0,325.64,115.09,5.73,14.71,1.74,9.0,7.39,1,107.67,Services,Micro,Equipment Finance,Good,East
TAC018804,30.49,1846.75,36.51,5.81,6.49,2.27,7.0,7.53,3,182.06,Services,Large,Working Capital,Good,North
TAC010171,15.95,3306.51,187.54,2.77,13.0,2.6,3.0,8.06,7,190.62,Manufacturing,Small,CC/OD,Satisfactory,Central
TAC008703,18.93,2031.09,26.33,9.77,8.1,1.62,6.0,3.94,2,54.62,Manufacturing,Micro,Project Finance,Satisfactory,North
TAC018998,1.0,538.89,116.29,4.99,5.83,2.22,12.0,7.62,4,152.29,Infrastructure,Small,Working Capital,Excellent,West
TAC012761,13.67,602.37,142.39,3.68,11.28,0.3,6.0,4.7,0,50.0,Real Estate,Large,Working Capital,Watchlist,South
TAC002785,20.14,1932.44,14.18,3.36,1.53,1.77,11.0,4.42,3,133.21,IT,Medium,Equipment Finance,Watchlist,West
TAC015487,8.21,385.52,167.17,5.55,7.6,0.94,10.0,6.73,2,153.8,Healthcare,Small,Equipment Finance,Good,North
TAC017463,13.75,342.0,352.82,6.52,8.26,1.21,0.0,6.01,5,231.2,Healthcare,Micro,Project Finance,Good,South
TAC004221,25.62,3257.11,230.83,2.48,6.74,0.94,3.0,5.65,1,128.67,FMCG,Large,Working Capital,Excellent,South
TAC004863,4.45,453.86,130.49,6.43,10.45,1.31,10.0,8.7,0,191.33,Healthcare,Large,Working Capital,Good,Central
TAC010874,32.8,1612.31,0.1,5.25,3.5,1.36,3.0,5.08,1,86.97,Infrastructure,Small,Working Capital,Excellent,South
TAC006859,29.21,3340.06,225.11,7.24,10.81,2.84,0.0,3.06,3,174.16,IT,Large,Working Capital,Satisfactory,South
TAC018198,23.48,411.89,315.69,4.11,5.53,0.3,0.0,8.54,3,157.46,Infrastructure,Small,Project Finance,NPA,South
TAC010646,40.0,2041.55,22.0,6.26,8.91,0.88,6.0,4.88,1,180.44,Real Estate,Small,Term Loan,Good,Central
TAC003305,1.0,700.31,120.08,2.63,8.4,1.0,7.0,7.88,2,145.74,Services,Small,Term Loan,Watchlist,East
TAC004135,1.0,362.0,129.82,6.47,12.95,2.45,11.0,7.43,2,183.28,Real Estate,Medium,Term Loan,Satisfactory,North
TAC013067,2.25,474.48,96.07,4.82,11.35,2.23,11.0,5.45,3,195.75,Services,Micro,Working Capital,Good,South
TAC014989,23.62,454.34,338.1,3.87,7.13,1.55,1.0,2.6,1,249.01,Real Estate,Micro,Working Capital,Watchlist,South
TAC002048,14.99,134.87,117.72,4.66,10.64,1.6,9.0,6.69,5,213.69,Retail,Small,Working Capital,Good,West
TAC006517,18.42,3453.05,265.45,5.62,11.29,2.0,3.0,7.32,4,63.7,Real Estate,Large,Working Capital,,South
TAC014958,6.73,337.52,120.8,4.51,9.22,1.56,8.0,9.27,6,169.45,FMCG,Small,Term Loan,,South
TAC000469,1.0,600.77,151.57,5.57,10.36,1.19,10.0,5.52,0,144.18,Real Estate,Small,Equipment Finance,Excellent,Central
TAC008469,23.45,2123.76,0.1,8.74,5.41,1.92,5.0,4.11,2,119.39,FMCG,Medium,Working Capital,Excellent,South
TAC018320,26.81,859.19,91.29,6.96,0.5,1.28,0.0,7.23,0,210.46,Retail,Small,Working Capital,Good,North
TAC014321,13.11,3088.08,245.36,3.7,13.78,2.38,2.0,7.28,0,84.08,Real Estate,Large,Project Finance,Excellent,South
TAC003066,12.33,468.03,305.06,2.7,4.85,1.52,0.0,4.21,5,300.0,Real Estate,Micro,Working Capital,Good,Central
TAC005692,8.04,169.3,108.91,5.78,7.56,0.3,10.0,8.32,1,196.82,Manufacturing,Medium,Working Capital,Excellent,East
TAC014242,1.0,361.13,93.3,5.87,4.43,2.11,9.0,7.91,2,151.16,Real Estate,Micro,Term Loan,Good,South
TAC008459,30.87,2040.33,82.15,9.67,5.45,1.25,7.0,4.56,6,119.63,Services,Micro,Term Loan,Good,East
TAC005299,18.02,3452.31,296.74,3.99,5.22,2.44,2.0,7.88,3,92.77,Manufacturing,Micro,Working Capital,Good,North
TAC000734,4.27,663.87,126.7,4.8,4.14,1.71,9.0,10.0,2,211.82,Services,Micro,Term Loan,Good,West
TAC017190,26.75,1861.34,36.13,7.52,4.49,0.47,7.0,1.51,1,50.0,FMCG,Medium,Working Capital,Good,East
TAC001445,9.86,708.47,133.94,4.56,10.15,0.48,8.0,10.0,4,213.79,Real Estate,Medium,Term Loan,Good,Central
TAC012735,20.28,562.8,319.5,,1.82,0.46,3.0,5.68,6,300.0,Infrastructure,Medium,CC/OD,Watchlist,North
TAC016571,5.64,376.42,74.31,6.17,11.62,1.59,7.0,10.0,0,116.47,Manufacturing,Large,Working Capital,Good,South
TAC008708,13.02,261.16,120.43,5.41,2.37,1.3,12.0,7.24,5,126.39,IT,Small,Equipment Finance,Good,West
TAC006012,15.1,570.04,106.74,4.15,10.78,1.88,,10.0,5,222.11,Retail,Medium,Equipment Finance,Excellent,North
TAC006925,18.6,3603.33,240.24,6.46,17.46,1.77,,6.01,2,50.0,Healthcare,Medium,CC/OD,Watchlist,Central
TAC016946,5.1,751.64,303.49,4.22,4.05,1.21,4.0,1.06,4,185.39,Infrastructure,Large,Working Capital,Satisfactory,Central
TAC004328,31.52,3052.3,268.76,5.32,17.7,3.2,0.0,10.0,4,83.73,Healthcare,Medium,Project Finance,Excellent,West
TAC015826,34.77,470.55,75.89,5.89,0.56,1.24,0.0,4.8,0,50.0,IT,Large,CC/OD,Good,North
TAC010995,1.25,452.79,175.03,4.14,10.05,2.48,6.0,6.32,0,158.35,Healthcare,Small,Term Loan,Watchlist,East
TAC012093,7.03,548.15,138.56,5.34,10.96,0.3,,9.63,0,166.13,Services,Large,Working Capital,Good,Central
TAC010651,12.09,617.18,148.67,,13.45,1.65,12.0,8.8,3,62.42,Real Estate,Medium,Term Loan,NPA,East
TAC007232,1.0,641.74,74.57,7.45,6.44,0.66,8.0,10.0,1,287.89,Services,Small,Term Loan,Good,West
TAC007083,40.0,2249.33,15.84,6.15,5.08,1.18,4.0,4.07,3,160.3,Healthcare,Micro,Project Finance,Good,East
TAC010984,16.45,509.75,320.95,7.5,3.03,2.4,0.0,2.61,6,203.19,Retail,Small,Working Capital,Satisfactory,West
TAC009880,2.59,313.34,131.22,7.45,14.34,1.16,11.0,8.59,4,102.81,Retail,Small,Working Capital,Excellent,East
TAC006441,6.27,309.41,285.8,3.97,3.57,2.35,1.0,6.54,2,207.3,Healthcare,Medium,Project Finance,Good,East
TAC012229,25.45,3372.77,275.67,4.14,12.42,0.78,2.0,6.2,5,59.48,Retail,Small,CC/OD,NPA,North
TAC009644,9.92,397.29,288.93,4.55,0.59,1.68,5.0,7.17,4,166.46,Services,Micro,Working Capital,Excellent,South
TAC018187,1.0,963.42,319.2,6.27,2.55,0.3,3.0,7.02,7,113.03,Healthcare,Micro,Term Loan,Watchlist,South
TAC001848,26.14,3550.42,249.65,2.28,12.8,1.54,2.0,6.83,5,168.45,FMCG,Small,Working Capital,Watchlist,West
TAC016883,24.33,3682.38,226.8,5.79,13.55,1.44,3.0,10.0,6,56.92,Manufacturing,Large,Equipment Finance,Good,West
TAC000182,5.3,214.11,105.13,6.26,13.95,2.73,10.0,8.0,2,169.35,Services,Small,Term Loan,Watchlist,East
TAC011594,12.09,1857.82,2.36,7.22,8.61,2.89,,6.58,5,119.42,Real Estate,Medium,Equipment Finance,Excellent,Central
TAC004302,20.45,2212.23,0.1,4.57,5.94,2.84,6.0,5.65,4,196.44,Manufacturing,Medium,Term Loan,Excellent,North
TAC015995,14.63,562.05,272.63,7.91,3.07,1.09,3.0,7.95,3,140.56,Healthcare,Small,Project Finance,Satisfactory,South
TAC009021,13.37,245.14,72.08,8.86,1.87,0.63,0.0,4.38,3,101.96,Manufacturing,Large,Equipment Finance,Good,West
TAC006693,11.52,3310.06,202.26,4.32,19.48,0.53,2.0,7.74,1,58.97,FMCG,Small,Project Finance,Satisfactory,Central
TAC017855,17.47,701.32,275.68,5.72,10.11,3.06,1.0,3.28,3,183.08,Real Estate,Micro,Equipment Finance,NPA,East
TAC018539,10.98,327.25,123.55,6.21,12.76,2.66,7.0,8.27,0,238.42,Retail,Medium,Project Finance,Satisfactory,North
TAC002214,14.43,263.58,69.46,7.64,6.21,1.87,2.0,5.42,1,254.27,Retail,Large,CC/OD,Excellent,East
TAC004553,33.06,3652.91,258.59,3.44,12.25,1.98,2.0,10.0,4,201.43,Manufacturing,Medium,Working Capital,Satisfactory,South
TAC010204,6.11,3414.4,191.22,5.61,9.71,2.01,2.0,9.38,2,136.8,Manufacturing,Small,Term Loan,Satisfactory,South
TAC005440,13.78,67.1,84.91,6.82,9.64,2.53,9.0,5.54,1,266.4,Healthcare,Small,Working Capital,Good,North
TAC008745,12.24,532.75,104.39,3.49,12.15,1.74,10.0,9.27,2,131.24,Real Estate,Medium,CC/OD,Excellent,East
TAC010716,14.67,3588.71,160.98,,15.69,3.3,1.0,10.0,2,50.0,Retail,Micro,Term Loan,Good,South
TAC014247,24.26,3294.15,233.4,4.24,13.65,2.22,0.0,7.04,4,283.7,Manufacturing,Micro,Working Capital,Satisfactory,South
TAC009715,10.05,3227.88,248.32,4.98,12.18,3.24,0.0,7.3,2,154.5,Retail,Small,Project Finance,Satisfactory,East
TAC001536,23.02,881.47,317.57,5.35,9.27,0.3,2.0,5.67,5,300.0,Manufacturing,Small,Project Finance,Excellent,South
TAC008762,24.92,1889.09,73.26,9.32,5.52,1.45,7.0,3.79,2,172.43,Services,Small,Equipment Finance,Excellent,East
TAC018356,23.54,3723.14,251.94,2.83,16.46,0.84,2.0,4.38,0,143.85,Infrastructure,Small,Project Finance,Watchlist,East
TAC017561,25.33,1827.9,35.38,6.46,3.27,1.0,5.0,3.39,3,136.39,Services,Medium,Term Loan,Satisfactory,North
TAC004405,29.32,1813.06,0.1,8.94,7.47,1.43,7.0,7.56,3,172.38,IT,Small,Working Capital,Good,East
TAC005512,25.25,3224.74,248.96,3.74,15.51,1.34,0.0,9.7,6,50.0,Retail,Medium,Working Capital,NPA,South
TAC002519,26.5,656.47,46.83,4.03,3.85,0.9,0.0,5.91,0,91.77,IT,Small,Project Finance,Excellent,East
TAC005525,1.0,405.75,160.53,5.27,5.19,3.03,12.0,8.57,3,145.42,Infrastructure,Small,CC/OD,,West
TAC016511,14.26,3477.34,224.42,4.83,11.41,2.41,2.0,4.39,4,50.0,Real Estate,Small,Term Loan,Excellent,Central
TAC012807,1.0,370.48,125.19,4.65,6.34,1.72,7.0,7.88,2,65.92,Real Estate,Large,Equipment Finance,Good,West
TAC010340,1.72,785.43,323.34,3.2,3.7,1.63,2.0,5.26,6,166.01,Services,Micro,Equipment Finance,Excellent,East
TAC003924,3.76,848.83,121.01,5.62,13.54,1.37,10.0,6.2,5,170.23,FMCG,Small,Equipment Finance,Excellent,East
TAC003208,19.65,3321.61,226.83,3.89,11.55,1.38,0.0,7.38,2,65.01,Retail,Medium,Working Capital,Satisfactory,South
TAC018135,5.85,291.68,130.37,3.97,11.69,2.25,7.0,4.79,1,140.39,Manufacturing,Small,Term Loan,Satisfactory,Central
TAC013880,15.26,319.15,286.85,5.14,6.12,0.3,1.0,5.87,2,194.75,Retail,Small,Project Finance,Watchlist,East
TAC017208,24.11,780.24,291.2,4.92,3.96,1.01,4.0,5.13,5,291.56,Real Estate,Small,Equipment Finance,,Central
TAC001090,19.64,3179.24,258.15,1.87,13.24,1.14,2.0,3.79,2,108.88,Services,Medium,Term Loan,Good,North
TAC009414,34.27,2305.48,19.49,8.41,,0.66,8.0,7.02,0,189.68,IT,Large,Project Finance,,East
TAC015008,11.22,3697.11,187.92,2.35,16.6,1.37,3.0,7.1,4,179.94,IT,Medium,Term Loan,Satisfactory,South
TAC005183,23.58,3733.46,233.21,5.15,,0.64,2.0,9.43,0,66.15,Infrastructure,Large,Working Capital,Good,North
TAC006988,1.0,492.53,127.03,5.79,10.41,2.29,12.0,9.27,3,254.83,Manufacturing,Micro,Working Capital,Good,North
TAC017136,1.0,221.67,77.22,6.02,7.74,1.73,4.0,4.73,0,189.16,Real Estate,Medium,Working Capital,Excellent,North
TAC001948,7.7,783.13,107.1,5.14,11.94,0.87,9.0,7.89,2,171.69,Retail,Micro,Term Loan,Good,West
TAC013105,14.22,168.62,154.59,4.58,12.07,1.16,7.0,10.0,2,300.0,Real Estate,Large,Equipment Finance,Good,Central
TAC013629,1.0,304.15,112.87,5.33,11.93,1.69,,10.0,3,130.64,Retail,Large,CC/OD,Excellent,South
TAC011347,1.0,554.19,124.19,8.13,6.25,1.89,7.0,10.0,5,154.09,Manufacturing,Medium,Equipment Finance,Good,North
TAC006951,32.12,1967.1,37.31,5.61,5.87,1.7,3.0,6.15,3,135.15,IT,Micro,Working Capital,Excellent,North
TAC010808,4.19,942.47,117.52,6.51,9.81,2.3,8.0,10.0,4,157.77,Manufacturing,Micro,Term Loan,Watchlist,North
TAC018646,20.9,715.9,95.25,4.34,10.29,1.59,12.0,5.73,1,144.01,Manufacturing,Large,Term Loan,Good,East
TAC006668,22.78,3121.83,276.57,4.78,15.89,3.15,0.0,6.71,5,208.72,Infrastructure,Large,Working Capital,,East
TAC005952,6.14,677.39,113.31,7.69,11.19,1.0,12.0,7.61,3,136.63,Services,Small,Equipment Finance,Satisfactory,East
TAC009441,3.67,440.44,127.1,5.79,8.84,2.16,7.0,5.88,5,135.11,Manufacturing,Small,CC/OD,Good,West
TAC011442,6.82,655.08,95.56,6.67,9.55,3.38,8.0,9.01,3,151.61,FMCG,Medium,CC/OD,Good,South
TAC010523,10.63,538.07,121.3,6.16,14.9,1.84,10.0,9.17,6,189.71,Infrastructure,Large,Equipment Finance,Satisfactory,Central
TAC007965,22.68,819.49,38.83,7.81,,1.19,2.0,8.12,3,223.27,Manufacturing,Micro,CC/OD,Excellent,South
TAC010267,25.91,293.07,313.56,6.33,1.91,0.68,1.0,3.83,8,274.35,IT,Medium,Working Capital,Satisfactory,Central
